TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
200,12,77th Street,1269,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,F,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,800 E  80TH                         ST,,"33.9665,-118.2608"
536,12,77th Street,1266,928,THREATENING PHONE CALLS/LETTERS,18,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AO,Adult Other,300 W  79TH                         ST,,"33.9679,-118.2783"
1730,12,77th Street,1208,480,BIKE - STOLEN,23,M,H,121,YARD (RESIDENTIAL/BUSINESS,,,IC,Invest Cont,600 W  48TH                         ST,,"33.9997,-118.2842"
1535,12,77th Street,1241,441,THEFT PLAIN - ATTEMPT,56,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,6500 S  VICTORIA                     AV,,"33.9806,-118.3323"
1930,12,77th Street,1249,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",42,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,700 W  66TH                         ST,,"33.9795,-118.2859"
1000,12,77th Street,1268,900,VIOLATION OF COURT ORDER,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,100 W  83RD                         ST,,"33.9642,-118.2739"
1830,12,77th Street,1273,210,ROBBERY,24,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,8900 S  NORMANDIE                    AV,,"33.9567,-118.3003"
1600,12,77th Street,1203,354,THEFT OF IDENTITY,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1700 W  50TH                         ST,,"33.998,-118.3089"
2000,12,77th Street,1232,624,BATTERY - SIMPLE ASSAULT,26,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3200 W  59TH                         ST,,"33.9872,-118.3282"
45,12,77th Street,1211,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,5400    8TH                          AV,,"33.9932,-118.3258"
1700,12,77th Street,1213,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,SLAUSON,WESTERN,"33.9892,-118.3089"
230,12,77th Street,1263,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,32,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,1900 W  84TH                         ST,,"33.9627,-118.3112"
2100,12,77th Street,1211,624,BATTERY - SIMPLE ASSAULT,34,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JO,Juv Other,5300    5TH                          AV,,"33.9941,-118.3225"
920,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,200 E  78TH                         ST,,"33.9688,-118.271"
2200,12,77th Street,1258,330,BURGLARY FROM VEHICLE,,M,H,101,STREET,,,IC,Invest Cont,200 W  74TH                         ST,,"33.9728,-118.2761"
1700,12,77th Street,1203,510,VEHICLE - STOLEN,11,,,101,STREET,,,AO,Adult Other,4600    CIMARRON                     ST,,"34.0019,-118.316"
2130,12,77th Street,1243,330,BURGLARY FROM VEHICLE,35,F,B,101,STREET,,,IC,Invest Cont,WESTERN                      AV,68TH,"33.9778,-118.309"
2200,12,77th Street,1208,310,BURGLARY,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,600 W  VERNON                       AV,,"34.0038,-118.2842"
1600,12,77th Street,1204,310,BURGLARY,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1200 W  45TH                         ST,,"34.0027,-118.2959"
1800,12,77th Street,1252,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,68,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,6700    7TH                          AV,,"33.9782,-118.3246"
1800,12,77th Street,1269,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,39,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,400 E  84TH                         ST,,"33.9629,-118.2673"
2200,12,77th Street,1207,330,BURGLARY FROM VEHICLE,48,F,H,101,STREET,,,IC,Invest Cont,4900 S  VERMONT                      AV,,"33.9987,-118.2915"
1515,12,77th Street,1204,210,ROBBERY,16,F,H,402,MARKET,102,HAND GUN,IC,Invest Cont,4400 S  NORMANDIE                    AV,,"34.0037,-118.3002"
1700,12,77th Street,1239,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,44,F,B,402,MARKET,,,IC,Invest Cont,5800 S  VERMONT                      AV,,"33.9888,-118.2915"
1000,12,77th Street,1203,310,BURGLARY,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1700 W  45TH                         ST,,"34.0028,-118.3089"
200,12,77th Street,1243,330,BURGLARY FROM VEHICLE,33,F,B,101,STREET,,,IC,Invest Cont,64TH                         ST,WESTERN                      AV,"33.9814,-118.3089"
1450,12,77th Street,1273,624,BATTERY - SIMPLE ASSAULT,45,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,2000 W  MANCHESTER                   BL,,"33.96,-118.3134"
1230,12,77th Street,1266,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,37,F,B,101,STREET,101,REVOLVER,AA,Adult Arrest,84TH                         ST,VERMONT,"33.9624,-118.2915"
1530,13,Newton,1373,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,101,STREET,,,IC,Invest Cont,57TH,AVALON,"33.9907,-118.2652"
1730,13,Newton,1393,220,ATTEMPTED ROBBERY,25,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,6600 S  BROADWAY,,"33.9798,-118.2783"
220,13,Newton,1342,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,MARTIN LUTHER KING JR        BL,SAN PEDRO                    ST,"34.0112,-118.268"
1800,13,Newton,1361,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,200 W  46TH                         ST,,"34.002,-118.2762"
1600,13,Newton,1346,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,62,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4200    HOOPER                       AV,,"34.0076,-118.2521"
730,13,Newton,1365,440,THEFT PLAIN - PETTY ($950 & UNDER,56,M,H,108,PARKING LOT,,,IC,Invest Cont,1400 E  51ST                         ST,,"33.9967,-118.2499"
1110,13,Newton,1352,624,BATTERY - SIMPLE ASSAULT,33,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,200 E  43RD                         ST,,"34.0057,-118.2715"
1120,13,Newton,1307,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,M,O,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,800 S  SAN PEDRO                    ST,,"34.0386,-118.249"
1430,13,Newton,1394,210,ROBBERY,42,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,7100 S  SAN PEDRO                    ST,,"33.9755,-118.2695"
2000,13,Newton,1317,210,ROBBERY,16,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,WASHINGTON,CENTRAL,"34.0231,-118.248"
700,13,Newton,1365,440,THEFT PLAIN - PETTY ($950 & UNDER,56,M,H,108,PARKING LOT,,,IC,Invest Cont,1400 E  51ST                         ST,,"33.9967,-118.2499"
1430,13,Newton,1313,440,THEFT PLAIN - PETTY ($950 & UNDER,21,F,O,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE,,,IC,Invest Cont,600 E  16TH                         ST,,"34.0308,-118.2574"
1335,13,Newton,1303,624,BATTERY - SIMPLE ASSAULT,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1000    SAN JULIAN                   ST,,"34.0369,-118.2522"
1230,13,Newton,1354,210,ROBBERY,67,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,41ST,SAN PEDRO,"34.0082,-118.2698"
1915,13,Newton,1333,220,ATTEMPTED ROBBERY,33,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,800 E  29TH                         ST,,"34.0181,-118.2612"
2230,14,Pacific,1475,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,8300    CHASE                        AV,,"33.9635,-118.4107"
1215,14,Pacific,1496,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",,M,W,108,PARKING LOT,,,IC,Invest Cont,9700    AIRPORT                      BL,,"33.9482,-118.386"
2255,14,Pacific,1496,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",,M,W,108,PARKING LOT,,,AO,Adult Other,9700    AIRPORT                      BL,,"33.9482,-118.386"
1847,14,Pacific,1496,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,9700    AIRPORT                      BL,,"33.9482,-118.386"
145,14,Pacific,1496,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",,M,W,108,PARKING LOT,,,IC,Invest Cont,9700    AIRPORT                      BL,,"33.9482,-118.386"
735,14,Pacific,1415,310,BURGLARY,48,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,100    LINCOLN                      BL,,"34.0025,-118.4702"
2300,14,Pacific,1489,330,BURGLARY FROM VEHICLE,24,F,B,108,PARKING LOT,,,IC,Invest Cont,5300 W  99TH                         PL,,"33.9463,-118.3733"
900,14,Pacific,1412,330,BURGLARY FROM VEHICLE,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,00    PALOMA                       AV,,"33.9937,-118.4786"
1425,14,Pacific,1412,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,57,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,800    OCEAN FRONT                  WK,,"33.9913,-118.4775"
930,14,Pacific,1459,354,THEFT OF IDENTITY,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4800 S  SEPULVEDA                    BL,,"34.0011,-118.4037"
900,14,Pacific,1434,354,THEFT OF IDENTITY,64,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,3600    MAPLEWOOD                    AV,,"34.0031,-118.4473"
1445,14,Pacific,1427,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",32,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,3400 S  SEPULVEDA                    BL,,"34.0212,-118.4238"
2200,14,Pacific,1431,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,500    RIALTO                       AV,,"33.9891,-118.4673"
2300,14,Pacific,1469,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",34,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,7000    FLIGHT                       AV,,"33.9755,-118.3755"
1850,14,Pacific,1434,624,BATTERY - SIMPLE ASSAULT,56,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JA,Juv Arrest,3700    MAY                          ST,,"34.0039,-118.4409"
1540,14,Pacific,1467,310,BURGLARY,60,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,6100 W  75TH                         PL,,"33.9721,-118.392"
1500,14,Pacific,1441,310,BURGLARY,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,2700    STRONGS                      DR,,"33.9821,-118.4671"
2030,14,Pacific,1438,624,BATTERY - SIMPLE ASSAULT,47,M,O,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,VENICE,OVERLAND,"34.0187,-118.4069"
2230,14,Pacific,1446,210,ROBBERY,44,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,GRANDVIEW,WASHINGTON                   BL,"34.0022,-118.4275"
2225,15,N Hollywood,1566,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,11,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,LANKERSHIM,CHANDLER,"34.1681,-118.3765"
2200,15,N Hollywood,1515,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",306,ROCK/THROWN OBJECT,AA,Adult Arrest,6800    RADFORD                      AV,,"34.194,-118.3921"
200,15,N Hollywood,1501,330,BURGLARY FROM VEHICLE,38,M,H,101,STREET,,,IC,Invest Cont,12900    BLYTHE                       ST,,"34.2137,-118.4144"
1800,15,N Hollywood,1555,310,BURGLARY,28,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5000    TUJUNGA                      AV,,"34.1614,-118.379"
1400,15,N Hollywood,1526,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,11600    SYLVAN                       ST,,"34.1849,-118.3845"
1700,15,N Hollywood,1539,310,BURGLARY,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,5600    RIVERTON                     AV,,"34.1722,-118.3659"
930,15,N Hollywood,1591,330,BURGLARY FROM VEHICLE,40,F,W,101,STREET,,,IC,Invest Cont,3500    LAUREL CANYON                BL,,"34.1345,-118.3919"
1600,15,N Hollywood,1513,330,BURGLARY FROM VEHICLE,39,F,H,108,PARKING LOT,,,IC,Invest Cont,6700    WHITSETT                     AV,,"34.1922,-118.4052"
1730,15,N Hollywood,1545,330,BURGLARY FROM VEHICLE,25,F,A,101,STREET,,,IC,Invest Cont,11800    CHANDLER                     BL,,"34.1684,-118.3899"
2200,15,N Hollywood,1563,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,63,F,W,104,DRIVEWAY,,,IC,Invest Cont,4400    MORELLA                      AV,,"34.1504,-118.3899"
200,15,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER,34,F,W,503,HOTEL,,,IC,Invest Cont,12800    VENTURA                      BL,,"34.1448,-118.4117"
2000,15,N Hollywood,1559,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",25,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,4500    ARCOLA                       AV,,"34.1586,-118.355"
1800,15,N Hollywood,1512,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",29,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,6900    BELLAIRE                     AV,,"34.1958,-118.4094"
2230,15,N Hollywood,1513,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,36,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,6700    WILKINSON                    AV,,"34.1922,-118.4041"
630,15,N Hollywood,1535,310,BURGLARY,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,5600    LEMP                         AV,,"34.1722,-118.3844"
2300,15,N Hollywood,1583,330,BURGLARY FROM VEHICLE,26,F,O,108,PARKING LOT,,,IC,Invest Cont,11400    VENTURA                      BL,,"34.1399,-118.3789"
1515,15,N Hollywood,1589,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,W,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,FOREST LAWN                  DR,ZOO                          DR,"34.1524,-118.3179"
2145,15,N Hollywood,1517,761,BRANDISH WEAPON,37,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,6600    BAKMAN                       AV,,"34.1903,-118.3779"
1400,15,N Hollywood,1505,310,BURGLARY,67,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,11600    SHERMAN                      WY,,"34.2012,-118.3845"
1200,15,N Hollywood,1505,310,BURGLARY,43,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,11600    SHERMAN                      WY,,"34.2012,-118.3845"
1600,15,N Hollywood,1505,310,BURGLARY,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7400    BECK                         AV,,"34.2049,-118.3834"
900,15,N Hollywood,1501,310,BURGLARY,31,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,12900    SATICOY                      ST,,"34.2066,-118.4144"
320,15,N Hollywood,1543,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,35,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,5400    CORTEEN                      PL,,"34.1685,-118.4019"
845,16,Foothill,1672,648,ARSON,51,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11700    PEORIA                       ST,,"34.2331,-118.3878"
800,16,Foothill,1643,121,"RAPE, FORCIBLE",42,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,GLAMIS                       ST,SAN FERNANDO,"34.2574,-118.4159"
420,16,Foothill,1641,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",204,FOLDING KNIFE,AA,Adult Arrest,10000    LAUREL CANYON                BL,,"34.252,-118.4249"
5,16,Foothill,1623,210,ROBBERY,20,M,X,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,GLENOAKS                     BL,PIERCE                       ST,"34.2737,-118.4117"
1900,16,Foothill,1654,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,GLENOAKS                     BL,OSBORNE                      PL,"34.2619,-118.3989"
2300,16,Foothill,1619,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,11100    PROVENCE                     LN,,"34.2707,-118.2917"
1140,16,Foothill,1676,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,10700    NEW HAVEN                    ST,,"34.2265,-118.3644"
500,16,Foothill,1698,520,VEHICLE - ATTEMPT STOLEN,71,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,8200    CLYBOURN                     AV,,"34.2191,-118.3648"
1330,16,Foothill,1623,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,102,SIDEWALK,308,STICK,AO,Adult Other,LEHIGH                       AV,CARL                         ST,"34.2688,-118.4158"
1330,16,Foothill,1623,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,101,STREET,307,VEHICLE,AO,Adult Other,PALA,CARL,"34.2663,-118.4173"
1130,16,Foothill,1621,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,30,M,H,108,PARKING LOT,,,IC,Invest Cont,LAUREL CANYON,VAN NUYS,"34.2595,-118.4329"
300,16,Foothill,1611,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,24,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,13400    CORNELIUS                    ST,,"34.2791,-118.4247"
1145,16,Foothill,1601,624,BATTERY - SIMPLE ASSAULT,48,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,11500    FELLOWS                      AV,,"34.2809,-118.4163"
1430,16,Foothill,1681,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,48,F,A,108,PARKING LOT,,,IC,Invest Cont,8500    LAUREL CANYON                BL,,"34.2247,-118.3964"
1300,16,Foothill,1615,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",29,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,11700    FOOTHILL                     BL,,"34.2735,-118.3866"
1600,16,Foothill,1659,310,BURGLARY,72,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,9800    PALI                         AV,,"34.2453,-118.2701"
2340,16,Foothill,1601,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,22,F,H,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,VAUGHN                       ST,BORDEN                       AV,"34.285,-118.4179"
1500,16,Foothill,1602,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,12500    FILMORE                      ST,,"34.2839,-118.405"
1800,17,Devonshire,1781,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,8700    INDEPENDENCE                 AV,,"34.2282,-118.5907"
645,17,Devonshire,1729,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,17200    INDEX                        ST,,"34.2757,-118.5079"
1830,17,Devonshire,1794,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,AO,Adult Other,8400    LINDLEY                      AV,,"34.223,-118.5274"
1800,17,Devonshire,1781,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,8900    OSO                          AV,,"34.2319,-118.5754"
30,17,Devonshire,1781,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,101,STREET,,,IC,Invest Cont,8700    DE SOTO                      AV,,"34.2282,-118.5885"
1810,17,Devonshire,1751,310,BURGLARY,52,M,A,244,TOBACCO SHOP,,,IC,Invest Cont,21700    DEVONSHIRE                   ST,,"34.2572,-118.6017"
5,17,Devonshire,1721,330,BURGLARY FROM VEHICLE,47,M,H,104,DRIVEWAY,,,IC,Invest Cont,21300    BERMUDA                      ST,,"34.2654,-118.5951"
230,17,Devonshire,1785,480,BIKE - STOLEN,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,18100    NORDHOFF                     ST,,"34.2355,-118.5274"
630,17,Devonshire,1761,310,BURGLARY,51,M,O,213,WAREHOUSE,,,IC,Invest Cont,9200    ALABAMA                      AV,,"34.2379,-118.5998"
410,17,Devonshire,1774,354,THEFT OF IDENTITY,18,F,B,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,17900    LASSEN                       ST,,"34.2504,-118.5233"
1320,17,Devonshire,1723,351,PURSE SNATCHING,17,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,MASON                        AV,CHATSWORTH                   ST,"34.2645,-118.5799"
2300,17,Devonshire,1729,330,BURGLARY FROM VEHICLE,66,F,W,104,DRIVEWAY,,,IC,Invest Cont,17400    LAHEY                        ST,,"34.2733,-118.5135"
1400,17,Devonshire,1735,310,BURGLARY,35,M,H,248,CELL PHONE STORE,,,IC,Invest Cont,17000    CHATSWORTH                   ST,,"34.2648,-118.5023"
1345,17,Devonshire,1783,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,73,M,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont,00    DOVER                        DR,,"34.2321,-118.5496"
1430,17,Devonshire,1783,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,19000    NORDHOFF                     ST,,"34.2355,-118.5471"
1700,17,Devonshire,1783,440,THEFT PLAIN - PETTY ($950 & UNDER,73,M,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont,00    DOVER                        DR,,"34.2321,-118.5496"
1900,17,Devonshire,1783,440,THEFT PLAIN - PETTY ($950 & UNDER,73,M,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont,00    DOVER                        DR,,"34.2321,-118.5496"
1200,17,Devonshire,1775,310,BURGLARY,87,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,17000    CALAHAN                      ST,,"34.2364,-118.5029"
1200,17,Devonshire,1747,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,16400    GERMAIN                      ST,,"34.2619,-118.4897"
925,17,Devonshire,1713,354,THEFT OF IDENTITY,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,18700    ALGIERS                      ST,,"34.2769,-118.5417"
1700,17,Devonshire,1791,956,"LETTERS, LEWD",29,F,H,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,20100    ROSCOE                       BL,,"34.2202,-118.571"
600,17,Devonshire,1705,330,BURGLARY FROM VEHICLE,20,M,W,104,DRIVEWAY,,,IC,Invest Cont,13300    CANYON RIDGE                 LN,,"34.3125,-118.5053"
1530,17,Devonshire,1701,330,BURGLARY FROM VEHICLE,21,M,B,108,PARKING LOT,,,IC,Invest Cont,CORBIN                       AV,RINALDI                      ST,"34.2733,-118.562"
1800,17,Devonshire,1764,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",38,M,W,108,PARKING LOT,,,IC,Invest Cont,9100    TAMPA                        AV,,"34.2355,-118.5536"
1200,17,Devonshire,1795,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,18000    SCHOENBORN                   ST,,"34.2218,-118.5252"
2230,17,Devonshire,1794,210,ROBBERY,18,M,H,210,RESTAURANT/FAST FOOD,102,HAND GUN,IC,Invest Cont,18100    PARTHENIA                    ST,,"34.2287,-118.5273"
1750,17,Devonshire,1776,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",38,M,W,101,STREET,,,AA,Adult Arrest,CALAHAN                      BL,PETIT                        AV,"34.2367,-118.498"
